SETTINGS:
SimulateBool,DiskPlotBool,TrajectoryBool,VecPlotBool,XYCrossBool,XZCrossBool,BFieldTests,TimeDirection,Relativistic,HaloFieldBool,XFieldBool,DiskFieldBool,StopRadius,StopRadiusSensitivity,StopDistance,TimeoutSeconds,RelativisticVelThreshold,PrintStatus
True,False,False,False,False,False,False,1,True,True,True,True,20.01,0.1,-1,60,0.15,False

RUN DATA:
run #,mass,time (Y.m.d.H.M.S),dt,q_b,pos0[x],pos0[y],pos0[z],vel0[x],vel0[y],vel0[z],posF[x],posF[y],posF[z],velF[x],velF[y],velF[z],distanceTraveled,maxVelocity,arcLengthInRho1kpcRegion,iterations
21,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,1.7586848843848182e-12,2.8332443946894814e-12,2.2938930023104295e-12,-8.637387157316704,-6.5834007103275356,16.813290000646472,1.7585751472705427e-12,2.8331539283040685e-12,2.2941454872326261e-12,2.0237530996225384,4.0474919924135442e-12,0.0,10
22,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,-1.7372914574745551e-12,3.6427427931721902e-12,-3.0730239704527146e-13,-13.252473594629661,-0.16838106217138771,15.006724177092405,-1.7378659591390394e-12,3.6425387169387356e-12,-3.0625148043375669e-13,8.7020262052086998,4.0474919924135442e-12,0.0,43
23,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-2.5471133327970331e-14,-9.6172151348643154e-14,9.4751346383066827e-14,-13.800330723629472,-3.4134533523594519,14.093428433819762,-1.2559560884514748e-13,4.8948651630648633e-14,2.7912509164141311e-13,37.636131575472056,1.3738878764091877e-13,0.0,3536
24,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,1.2310796606657478e-13,-4.1216636292275622e-14,4.4958831759097323e-14,8.6520481280143411,-14.680605794698154,10.51115991572677,-5.8192141425999737e-15,-1.5657991836046039e-13,2.3993132024722223e-13,39.008420292886179,1.3738878764091877e-13,0.0,3801
25,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-1.2635814632138021e-13,-1.373887876409187e-14,5.215880594848512e-14,-19.649936253220901,2.3041594276217401,-3.008864327722268,-7.6812727729011263e-14,4.4203281528410349e-14,1.438098203838393e-13,23.742357207632789,1.3738878764091877e-13,0.0,3080
26,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,1.3670011770202344e-13,1.3738878764091878e-14,0.0,19.765370959455208,-2.619773909362316,-1.6954135201084064,9.6547622162280012e-14,-6.4986299894420125e-14,1.5084649013274661e-13,31.614077707755861,1.3738878764091877e-13,0.0,3809
27,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-9.6639970983572096e-14,4.1216636292275654e-14,8.8530129732685285e-14,-10.331484214212637,15.905339327463262,6.4031748269003623,3.6570916682020268e-14,1.8174342020138963e-13,1.9629616166254906e-13,33.133168983059711,1.373887876409188e-13,0.0,3327
28,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,5.9697112325590528e-14,9.6172151348643154e-14,7.7864311814855067e-14,15.422836158784028,9.345378291901568,8.6834298375848746,1.9418667883064974e-13,-4.3541572452346682e-15,2.3361505504384227e-13,37.043723317760325,1.3738878764091877e-13,0.0,3320
29,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-7.503829821404794e-13,-2.8332443946894814e-12,2.7913872910662825e-12,-8.6584620339752902,-17.979133623331133,-1.8769732182573746,-7.5239247636677894e-13,-2.8292596098406876e-12,2.7954585444150161e-12,25.704786532617735,4.0474919924135442e-12,0.0,127
30,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,3.626777085762539e-12,-1.2142475977240631e-12,1.3244931748638381e-12,14.060009223282592,-6.0104162934140088,-13.049770031915754,3.6252881344708564e-12,-1.2146685387707205e-12,1.3287033841696124e-12,20.036594132997113,4.0474919924135442e-12,0.0,99
31,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-3.7225278291900735e-12,-4.0474919924135422e-13,1.5366053739560728e-12,-11.148383994327128,-0.78890085653562547,-16.620250630813167,-3.7221046796098585e-12,-4.043390438894515e-13,1.5379813211097654e-12,7.8927657955595691,4.0474919924135442e-12,0.0,39
32,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,4.027203684241119e-12,4.0474919924135442e-13,0.0,3.9633362792708109,0.78937589344063619,-19.616110592670715,4.027273314992407e-12,4.0471927504071557e-13,2.0155540058170866e-15,7.8927539538627771,4.0474919924135442e-12,0.0,39
33,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-2.8470264234764123e-12,1.2142475977240639e-12,2.6081094195029878e-12,-17.977518259108841,6.0138823637122849,-6.6993416779852115,-2.8447064849712037e-12,1.215772749644405e-12,2.6111963870046173e-12,20.038044081173027,4.0474919924135442e-12,0.0,99
34,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,1.7586848843848182e-12,2.8332443946894814e-12,2.2938930023104295e-12,7.2851130091580618,17.98451324879408,-5.0343609281603685,1.7614215529261787e-12,2.8304636313299864e-12,2.2985716785120858e-12,25.710064842404847,4.0474919924135442e-12,0.0,127
35,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,5.0529453697053605e-14,-1.236499088768269e-13,-3.2142702333052128e-14,11.141966313760495,-0.85705230917920949,16.601623673825134,7.006511066019231e-14,-1.1399623318825893e-13,1.8858612664361446e-14,10.022085332713374,1.3738878764091877e-13,0.0,1513
36,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,-5.4839722712378893e-14,-6.8694393820459385e-14,-1.0559054900847185e-13,-9.3401579458562853,3.9048947479159697,17.266317883292448,-1.4599944348731115e-13,-6.4617911681443887e-15,1.1383534428622305e-13,21.336680470075343,1.3738878764091877e-13,0.0,3554
37,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,-1.2635814632138021e-13,-1.373887876409187e-14,5.215880594848512e-14,5.9188143191424558,7.9246555930362046,17.394754691522582,-1.2535379268329578e-13,-1.2464696669343215e-14,5.5800563442050185e-14,0.79098277713744924,1.3738878764091877e-13,0.0,115
38,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,1.0402103340447919e-14,6.8694393820459398e-14,-1.1852660238602871e-13,8.5879133927635216,15.827962029438073,8.7269487161825978,3.3353691956940156e-14,1.0491591797734755e-13,-6.0416968413570263e-14,11.786006500941141,1.3738878764091877e-13,0.0,1858
39,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,1.4886044395004441e-12,-3.6427427931721902e-12,-9.4692829408746799e-13,13.120214528301551,-7.8449287926464333,12.971133000459201,1.4897556484932584e-12,-3.6425820976990437e-12,-9.4441265155406308e-13,17.60518649255323,4.0474919924135442e-12,0.0,87
40,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,-1.615585539080956e-12,-2.0237459962067721e-12,-3.1107116448493446e-12,-9.2019124472088851,-11.810817272057639,-13.282878378750409,-1.6190955798886464e-12,-2.0177774650916215e-12,-3.0882845178952787e-12,39.568789784994763,4.0474919924135442e-12,0.0,196
41,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,-3.7225278291900735e-12,-4.0474919924135422e-13,1.5366053739560728e-12,5.5256906199265545,7.8785843539383018,17.545443915592553,-3.7224787140182579e-12,-4.0468811052755207e-13,1.5367787397965138e-12,1.2142495613986781,4.0474919924135442e-12,0.0,6
42,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,3.0644735060011318e-13,2.0237459962067725e-12,-3.4918095012183857e-12,8.2079602872875963,18.325440228650116,-0.71761336629361527,3.07306768712833e-13,2.0250998832202473e-12,-3.4899368526065432e-12,20.639248110287987,4.0474919924135442e-12,0.0,102
43,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,5.0529453697053605e-14,-1.236499088768269e-13,-3.2142702333052128e-14,16.837442765983198,-10.063911387022401,4.0127668677997939,2.1715931759571776e-13,-2.7232336516662841e-13,1.6057649224257045e-13,40.991415633449527,1.3738878764091877e-13,0.0,3404
44,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,-2.5471133327970331e-14,-9.6172151348643154e-14,9.4751346383066827e-14,-13.821170196428445,3.632723363320074,14.015649169918811,-4.6341870498586515e-14,-5.1028639065067927e-14,1.6072278948897748e-13,23.562662460195735,1.3738878764091877e-13,0.0,3364
45,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,1.2310796606657478e-13,-4.1216636292275622e-14,4.4958831759097323e-14,15.920430710696495,12.107715351597008,0.77254599530563151,3.9706670789892342e-13,-6.1167464534352234e-14,6.4146674822166527e-14,27.804262599716207,1.3738878764091877e-13,0.0,2206
46,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,1.3670011770202344e-13,1.3738878764091878e-14,0.0,10.359885065198103,16.704119576916941,-3.7502846136098817,1.7116220625479909e-13,-3.1198022675591329e-15,2.1782327658331553e-14,21.221987496703591,1.3738878764091877e-13,0.0,2735
47,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,1.4886044395004441e-12,-3.6427427931721902e-12,-9.4692829408746799e-13,1.8857493760231614,-14.854782127064977,-13.300276529326153,1.4924770280627778e-12,-3.6387090010570223e-12,-9.3836805896134442e-13,34.290213830714357,4.0474919924135442e-12,0.0,339
48,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,-7.503829821404794e-13,-2.8332443946894814e-12,2.7913872910662825e-12,-15.544251098934408,-2.0579553686194441,12.48983733557538,-7.5164422365317248e-13,-2.8321233085837261e-12,2.7938301998683031e-12,25.802854851587707,4.0474919924135442e-12,0.0,255
49,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,3.626777085762539e-12,-1.2142475977240631e-12,1.3244931748638381e-12,18.305926402580056,6.2947223586731003,5.2913100389428891,3.6366542281152598e-12,-1.2126522623644643e-12,1.3259320937047036e-12,32.426565146215047,4.0474919924135442e-12,0.0,160
50,1.7826618400000002e-12,2017.03.20.17.09.00,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,4.027203684241119e-12,4.0474919924135442e-13,0.0,7.5628335625816963,17.84032177068811,-5.3080687137444507,4.0273333384369802e-12,4.041785219095457e-13,6.9275447368740117e-16,18.416408427862045,4.0474919924135442e-12,0.0,91
