SETTINGS:
SimulateBool,DiskPlotBool,TrajectoryBool,VecPlotBool,XYCrossBool,XZCrossBool,BFieldTests,TimeDirection,Relativistic,HaloFieldBool,XFieldBool,DiskFieldBool,StopRadius,StopRadiusSensitivity,StopDistance,TimeoutSeconds,RelativisticVelThreshold,PrintStatus
True,False,False,False,False,False,False,1,True,True,True,True,20.01,0.1,-1,60,0.15,False

RUN DATA:
run #,mass,time (Y.m.d.H.M.S),dt,q_b,pos0[x],pos0[y],pos0[z],vel0[x],vel0[y],vel0[z],posF[x],posF[y],posF[z],velF[x],velF[y],velF[z],distanceTraveled,maxVelocity,arcLengthInRho1kpcRegion,iterations
13,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,1.8250630976811316e-13,1.8342574284036545e-14,0.0,2.1735575762749102,-7.9163354910016634,18.249977577121676,1.9239194591698731e-13,-1.6441479225294196e-14,8.4231819113500012e-14,12.090996227323037,1.8342574284036545e-13,0.0,1298
14,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,1.3887694658975497e-14,9.1712871420182749e-14,-1.5824311766855445e-13,-18.21495857662407,1.9903096907080222,8.0522255427827343,-1.4382181266021606e-13,5.7533322430708213e-14,5.3190928257488284e-14,19.780753525726212,1.8342574284036545e-13,0.0,2961
15,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,7.9700733675336126e-14,1.2839801998825583e-13,1.0395549360783429e-13,-8.9883184066114854,-7.1412374698136611,16.390000420583071,7.6862848436109564e-14,1.2607636482559025e-13,1.1056686623588392e-13,1.2412269316124929,1.8342574284036547e-13,0.0,135
16,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,-7.8731218422366823e-14,1.6508316855632892e-13,-1.3926443970811108e-14,-11.988860629634386,-3.3516889284850575,15.666952094632418,-9.2884950159189413e-14,1.5761092505911984e-13,1.3964513971840742e-14,5.2717160133881249,1.8342574284036547e-13,0.0,578
17,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,-2.0509716219594733e-12,-2.5691277297736491e-12,-3.9490210535767769e-12,-13.00409444203769,-12.368191833280378,8.9541072112907649,-2.051930096438709e-12,-2.570012860110303e-12,-3.9475733975276564e-12,8.734774833287565,5.1382554595472982e-12,0.0,34
18,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,4.6041615885614288e-12,-1.5414766378641892e-12,1.681432427694326e-12,-7.4448652660475618,-8.6936959742979116,16.423009010829151,4.6040054618903829e-12,-1.5416191320150455e-12,1.6818048329397847e-12,2.3122193919095544,5.1382554595472982e-12,0.0,9
19,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,5.1124996308940642e-12,5.1382554595472986e-13,0.0,10.934724983407062,-5.9481032748481448,15.67565554333637,5.1136518375113858e-12,5.1238330573762863e-13,4.685209226401086e-15,20.55410610484887,5.1382554595472982e-12,0.0,80
20,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,3.8903221432833277e-13,2.5691277297736495e-12,-4.4328214279271956e-12,-6.7416097974610487,10.285970867684412,-15.887031835706816,3.9413777266836335e-13,2.5674644484426372e-12,-4.423687595069747e-12,36.574446049630637,5.1382554595472974e-12,0.0,285
21,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,2.2326349813048146e-12,3.5967788216831092e-12,2.9120769762685761e-12,-8.6236778178358993,-6.5613135440211732,16.831177807414331,2.2324864887103748e-12,3.5966545909044091e-12,2.9124103134560106e-12,2.0553088047482504,5.1382554595472982e-12,0.0,8
22,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-9.5167021519092412,-7.9999999999999991,15.666281631320372,-2.205476214140822e-12,4.6244299135925685e-12,-3.9011768826459649e-13,-13.266635441469015,-0.13874825967592566,15.004269607670031,-2.2062335169856813e-12,4.6241646367530048e-12,-3.8873543509407371e-13,8.7349607411264039,5.1382554595472982e-12,0.0,34
23,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-3.4006134211475194e-14,-1.2839801998825583e-13,1.2650112424649227e-13,-13.802689903293418,-3.4117817521846434,14.097348517449623,-1.6763960408436778e-13,6.5348480845620195e-14,3.7253986737267342e-13,37.64075334869797,1.8342574284036547e-13,0.0,2649
24,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,1.6435962870817695e-13,-5.5027722852109621e-14,6.0023872793760189e-14,8.6510493238476389,-14.678985966430323,10.507449414402595,-7.7885876306952289e-15,-2.0901232409473666e-13,3.2024653530477125e-13,39.00423139023534,1.8342574284036547e-13,0.0,2847
25,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-1.6869889640126504e-13,-1.8342574284036536e-14,6.9636452079135448e-14,-19.649207669438805,2.3046124569638202,-3.0081068462695466,-1.0253392449567442e-13,5.9025354962884346e-14,1.9200773063425484e-13,23.74268018943248,1.8342574284036547e-13,0.0,2307
26,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,1.8250630976811316e-13,1.8342574284036545e-14,0.0,19.765231899551608,-2.6198795758473512,-1.6963302791853874,1.2890403273156057e-13,-8.6765074171512885e-14,2.0136931374877596e-13,31.613163789438762,1.8342574284036545e-13,0.0,2853
27,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-1.290225990789195e-13,5.5027722852109665e-14,1.1819526970725897e-13,-10.329917833891344,15.903282695099652,6.4026416182815558,4.8845045163241976e-14,2.4259206056843841e-13,2.6205042930981927e-13,33.131443789347152,1.8342574284036547e-13,0.0,2492
28,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,7.9700733675336126e-14,1.2839801998825583e-13,1.0395549360783429e-13,15.423170487663546,9.3443834113488897,8.6842014757297648,2.5920274911364999e-13,-5.8197070045568651e-15,3.1183728487516019e-13,37.04441692060616,1.8342574284036547e-13,0.0,2487
29,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-9.5260459117932625e-13,-3.5967788216831092e-12,3.5436415970472453e-12,-8.6565958272717491,-17.971257402969847,-1.8838766499301989,-9.5523016321603817e-13,-3.5915132877668471e-12,3.5489261097798833e-12,25.694166891115096,5.1382554595472982e-12,0.0,100
30,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,4.6041615885614288e-12,-1.5414766378641892e-12,1.681432427694326e-12,14.063423939335042,-6.011586407768486,-13.048091674774787,4.602183023444212e-12,-1.5420202823429939e-12,1.6869428625509713e-12,20.040554493595494,5.1382554595472982e-12,0.0,78
31,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-4.7257163145730952e-12,-5.1382554595472956e-13,1.9507069974933763e-12,-11.214275232152168,-0.79604811034485501,-16.592970607102767,-4.7251418100556256e-12,-5.132798508947553e-13,1.952517329250457e-12,7.9644382081933669,5.1382554595472982e-12,0.0,31
32,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,5.1124996308940642e-12,5.1382554595472986e-13,0.0,4.0346499037295844,0.79654579736636555,-19.616009222288341,5.112577972235661e-12,5.1378126659500819e-13,2.6626228298354118e-15,7.9644271364309489,5.1382554595472982e-12,0.0,31
33,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,-3.6142749859227965e-12,1.5414766378641902e-12,3.3109719522550025e-12,-17.97994600864978,6.0151034509627941,-6.6966392762776819,-3.6111216337681523e-12,1.5434302276964088e-12,3.3149485361216595e-12,20.041859726348807,5.1382554595472982e-12,0.0,78
34,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-3.8898443121080111,1.1102230246251565e-15,-19.618081232056333,2.2326349813048146e-12,3.5967788216831092e-12,2.9120769762685761e-12,7.2803736408258262,17.976285022057628,-5.0402447268666464,2.2360791276893574e-12,3.5928935388270724e-12,2.9180492722158785e-12,25.698911815332817,5.1382554595472982e-12,0.0,100
35,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,6.7461127933699594e-14,-1.6508316855632892e-13,-4.2913247533315277e-14,11.140798133398899,-0.85509937324087626,16.601367546759761,9.3537300441928517e-14,-1.5219421993323985e-13,2.5166803714923604e-14,10.019786751868438,1.8342574284036545e-13,0.0,1133
36,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,-7.3215704486512715e-14,-9.1712871420182724e-14,-1.4097238371024498e-13,-9.3405031142266584,3.9048800430684172,17.26669363063122,-1.9491194026639035e-13,-8.6266655509575898e-15,1.5197665571316838e-13,21.337130373342305,1.8342574284036542e-13,0.0,2662
37,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,-1.6869889640126504e-13,-1.8342574284036536e-14,6.9636452079135448e-14,5.9199594964081079,7.9247696052001446,17.394245410132996,-1.6735989991045752e-13,-1.6644080882218469e-14,7.4490802210622505e-14,0.78972428124113503,1.8342574284036547e-13,0.0,86
38,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,1.3887694658975497e-14,9.1712871420182749e-14,-1.5824311766855445e-13,8.5886121189042548,15.830257481762754,8.7254241924277167,4.4532001184397133e-14,1.4007659437627649e-13,-8.0658568112340886e-14,11.788855271429187,1.8342574284036545e-13,0.0,1392
39,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,1.8897702336919162e-12,-4.6244299135925685e-12,-1.2021171347626014e-12,13.164673489569564,-7.9534118622722216,12.943191204032249,1.8913077815119914e-12,-4.6242705117946011e-12,-1.1988172040423724e-12,17.725709799509776,5.1382554595472982e-12,0.0,69
40,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,-2.0509716219594733e-12,-2.5691277297736491e-12,-3.9490210535767769e-12,-9.2182817121218861,-11.829947496579754,-13.309949325378483,-2.0567865504282835e-12,-2.5627830855178267e-12,-3.9220498402795964e-12,39.605700604266652,5.1382554595472982e-12,0.0,309
41,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,-4.7257163145730952e-12,-5.1382554595472956e-13,1.9507069974933763e-12,5.4610213117067223,7.8715541829026643,17.572142985245161,-4.725646072559889e-12,-5.1374043391842643e-13,1.9509467869828914e-12,1.2845658685199282,5.1382554595472982e-12,0.0,5
42,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,6.6424414549804105,8.0000000000000036,17.084436529109109,3.8903221432833277e-13,2.5691277297736495e-12,-4.4328214279271956e-12,8.2013218251615978,18.281184270516153,-0.64081296990638092,3.9017584177827136e-13,2.5709898516488945e-12,-4.4304789348425338e-12,20.55036121382782,5.1382554595472974e-12,0.0,80
43,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,6.7461127933699594e-14,-1.6508316855632892e-13,-4.2913247533315277e-14,16.83613027793448,-10.06320123922298,4.0104604711609637,2.8977870827051624e-13,-3.6349038784135253e-13,2.1426491210219064e-13,40.989523075304909,1.8342574284036545e-13,0.0,2550
44,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,-3.4006134211475194e-14,-1.2839801998825583e-13,1.2650112424649227e-13,-13.819865943167457,3.634737858558919,14.008324638860644,-6.1865146966875291e-14,-6.8132787865505942e-14,2.1455006194610155e-13,23.554949410044028,1.8342574284036547e-13,0.0,2519
45,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,1.6435962870817695e-13,-5.5027722852109621e-14,6.0023872793760189e-14,15.930872462775016,12.105951453156626,0.77394719830270886,5.2988974926289951e-13,-8.1654254420091418e-14,8.5594251845303211e-14,27.814941259681977,1.8342574284036547e-13,0.0,1653
46,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,1.8250630976811316e-13,1.8342574284036545e-14,0.0,10.364684872003696,16.703980572081843,-3.7496318835761002,2.2851054012572856e-13,-4.1678229752961544e-15,2.9083672902967687e-14,21.226829949391739,1.8342574284036545e-13,0.0,2049
47,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,1.8897702336919162e-12,-4.6244299135925685e-12,-1.2021171347626014e-12,1.885614729791389,-14.851463624660166,-13.298532671825013,1.8950991124063906e-12,-4.6197690655407536e-12,-1.1910758897185092e-12,34.286772603462644,5.1382554595472982e-12,0.0,267
48,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,-9.5260459117932625e-13,-3.5967788216831092e-12,3.5436415970472453e-12,-15.547390547812107,-2.0697018122507918,12.50168530242429,-9.5423248658720467e-13,-3.5951778460943541e-12,3.5467166091993447e-12,25.819830536127153,5.1382554595472982e-12,0.0,201
49,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,4.6041615885614288e-12,-1.5414766378641892e-12,1.681432427694326e-12,18.294084682378365,6.2995338457628653,5.2865232106082169,4.6157711212872395e-12,-1.5389388774002126e-12,1.6828301505403385e-12,32.412945403530898,5.1382554595472982e-12,0.0,126
50,1e-12,2017.03.20.21.54.54,50000000000.0,1.066559779e-28,-10.761393868383317,16.0,-5.3096517785559048,5.1124996308940642e-12,5.1382554595472986e-13,0.0,7.3883976027887721,17.822772817181832,-5.3080479029324508,5.1126586650258584e-12,5.1308022694318792e-13,9.0307453454619955e-16,18.241091950072896,5.1382554595472982e-12,0.0,71
