start time (YYYYMMDD-hhmmssms),v0 (kpc/s),mag(v0) (kpc/s),mag(v0/c),E0 (kg*kpc^2/s^2),theta0 (rads),phi0 (rads),q_b (A*kpc),mass (kg),dt (s),distance to halt (kpc),end time (YYYYMMDD-hhmmssms),vel_final (kpc/s),mag(vel_final) (kpc/s),mag(vel_final/c),pos_final(kpc),mag(pos_final) (kpc),theta_final (rads),phi_final (rads),distance tracked (kpc),distance from start (kpc),KE_final (kg*kpc^2/s^2),max velocity (kpc/s),max velocity/c,arclength in rho1kpc region (kpc),time after t=0 start (s),iterations,real runtime (real s),acc_final (kpc/s/s),exit status (True/False)
SUCCESS,"20160831-21334898
","[ -6.16915460e-15  -9.68592322e-14  -4.29954880e-15]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.6150672819
","4.64878293434
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21334940
","[ -1.82315998e-14  -1.34543991e-13  -3.55764798e-15]
","1.35820225577e-13
","0.0139795855972
","[ 19.58247582  -4.11375315  -0.1381724 ]
","20.0103826956
","1.57770141722
","6.07612301613
","4.13817187439
","4.13719506539
","97728735025.9
","9.71506842029e-14
","0.009999440804
","0.0
","3.525e+13
","705
","0.419000148773
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21334955
","[ -7.35900054e-15  -9.64706294e-14   8.80444278e-15]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.48004514256
","4.6362541377
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21334997
","[ -1.75236921e-14  -1.32500231e-13   9.60575795e-15]
","1.33998737536e-13
","0.0137921050665
","[ 19.54965625  -4.25587654   0.33743669]
","20.0103825089
","1.55393244715
","6.06883396141
","4.29356137261
","4.29291953137
","95124656109.4
","9.71506842029e-14
","0.009999440804
","0.0
","3.665e+13
","733
","0.418999910355
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21335014
","[ -5.90482006e-16  -9.62763280e-14  -1.29913598e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.70492192323
","4.70625585696
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335022
","[ -1.96482735e-15  -1.02183328e-13  -1.28825134e-14]
","1.03010932271e-13
","0.0106026193007
","[ 19.98374243  -1.01693359  -0.13039446]
","20.0100254389
","1.57731282927
","6.23234112036
","1.02540100915
","1.02538819134
","56212509617.5
","9.71506842029e-14
","0.009999440804
","0.0
","1.01e+13
","202
","0.0849997997284
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21335037
","[ -1.56002363e-14  -9.58877253e-14  -6.57421393e-16]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.57756340637
","4.55110930462
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335113
","[ -4.30644629e-14  -1.61600622e-13   7.50767131e-16]
","1.67241958156e-13
","0.0172137342546
","[  1.82480224e+01  -8.21108264e+00   3.03158192e-03]
","20.0103025725
","1.57064482574
","5.86035541794
","8.40012290061
","8.39591048151
","148189262834.0
","9.71506842029e-14
","0.009999440804
","0.0
","6.255e+13
","1251
","0.759999990463
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21335128
","[ -2.30622256e-15  -9.54991226e-14   1.76876897e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.38771070163
","4.68824452402
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335147
","[ -5.86182255e-15  -1.11396592e-13   1.80153178e-14]
","1.1299607667e-13
","0.0116303615256
","[ 19.9259444   -1.80726262   0.30826769]
","20.0101096247
","1.55539012017
","6.19273382332
","1.83497687764
","1.8348600403
","67639519276.5
","9.71506842029e-14
","0.009999440804
","0.0
","1.725e+13
","345
","0.18499994278
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21335161
","[ -1.08278884e-14  -9.53048212e-14  -1.54273565e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.73026964311
","4.59926083903
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335220
","[ -2.14004554e-14  -1.26890998e-13  -1.42408161e-14]
","1.29468550597e-13
","0.0133258259403
","[ 19.15662191  -5.73490923  -0.73226695]
","20.0100365234
","1.60739948264
","5.99230700999
","5.84395832768
","5.84266081024
","88800648880.9
","9.71506842029e-14
","0.009999440804
","0.0
","4.93e+13
","986
","0.591000080109
","[ -6.79483833e-29  -8.12027076e-29   2.53589968e-29]
",True
SUCCESS,"20160831-21335235
","[ -1.79321850e-14  -9.49162185e-14   1.03732181e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.46381786808
","4.5256633747
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335314
","[ -3.12945461e-14  -1.38297585e-13   1.20052856e-14]
","1.42301432327e-13
","0.0146466775871
","[ 18.31406061  -8.02966116   0.72551684]
","20.010163645
","1.53453096142
","5.86998411966
","8.23757060613
","8.23676056949
","107279847320.0
","9.71506842029e-14
","0.009999440804
","0.0
","6.5e+13
","1300
","0.790999889374
","[  2.01577178e-29  -8.82819343e-30   2.53153569e-29]
",True
SUCCESS,"20160831-21335330
","[ -2.14625463e-14  -9.43333144e-14  -8.87920886e-15]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.66232030707
","4.48867897152
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335428
","[ -4.32450979e-14  -1.46849574e-13  -6.90738258e-15]
","1.53240489987e-13
","0.0157726033633
","[ 17.42847651  -9.8127554   -0.6040854 ]
","20.01016945
","1.60098983395
","5.77039331491
","10.1653088487
","10.1620775844
","124410726456.0
","9.71506842029e-14
","0.009999440804
","0.0
","7.625e+13
","1525
","0.981999874115
","[ -1.85730350e-29   1.04464224e-29   2.45138318e-29]
",True
SUCCESS,"20160831-21335444
","[ -1.14255209e-14  -9.39447116e-14   2.19568684e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.34281825374
","4.59136372475
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335504
","[ -1.63772189e-14  -1.16309608e-13   2.31511164e-14]
","1.19716800505e-13
","0.0123221063209
","[ 19.27643818  -5.26327973   1.07109713]
","20.0107578944
","1.51724466963
","6.01664022228
","5.4200164316
","5.41967751089
","75925801259.4
","9.71506842029e-14
","0.009999440804
","0.0
","4.755e+13
","951
","0.600999832153
","[  1.93622114e-29  -1.41508847e-29   2.77753971e-29]
",True
SUCCESS,"20160831-21335519
","[ -6.59476330e-15  -9.37504103e-14  -2.46094517e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.82689890692
","4.64216082949
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335567
","[ -1.25478977e-14  -1.13742072e-13  -2.37787053e-14]
","1.1687658281e-13
","0.0120297708737
","[ 19.6383333   -3.74738351  -0.84248227]
","20.0104171476
","1.61291095914
","6.09463220999
","3.85856069418
","3.85790906604
","72365550851.9
","9.71506842029e-14
","0.009999440804
","0.0
","3.48e+13
","696
","0.483999967575
","[ -3.97662558e-29  -3.83752709e-29   2.61099809e-29]
",True
SUCCESS,"20160831-21335583
","[ -2.64598384e-14  -9.33618075e-14   4.65889365e-15]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.52282259169
","4.43621932215
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335688
","[ -5.25651513e-14  -1.59998268e-13   6.81269649e-15]
","1.68549558336e-13
","0.0173483217844
","[ 16.69236104 -11.02869174   0.46755045]
","20.0121353676
","1.54743085429
","5.69932282073
","11.5256644245
","11.5235029612
","150516116051.0
","9.71506842029e-14
","0.009999440804
","0.0
","8.19e+13
","1638
","1.05400013924
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21335704
","[ -2.12322907e-14  -9.27789034e-14  -1.94812822e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.77269158639
","4.48741474045
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335807
","[ -3.04980122e-14  -1.18243728e-13  -1.71720441e-14]
","1.23314991683e-13
","0.0126924578009
","[ 17.77291957  -9.07632831  -1.46467873]
","20.0100397116
","1.64405904025
","5.81102784987
","9.46106350033
","9.45964621576
","80558979224.3
","9.71506842029e-14
","0.009999440804
","0.0
","7.96e+13
","1592
","1.02300000191
","[ -2.39816379e-29   1.22362193e-29   3.09714622e-29]
",True
SUCCESS,"20160831-21335822
","[ -2.21651309e-14  -9.23903007e-14   2.02730056e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.36057547886
","4.47693141435
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21335917
","[ -2.69129816e-14  -1.17038234e-13   2.25543217e-14]
","1.22192284238e-13
","0.0125769007493
","[ 17.94218167  -8.705505     1.64783927]
","20.010574067
","1.48835454478
","5.83144951965
","9.09619560068
","9.09592259232
","79098603198.0
","9.71506842029e-14
","0.009999440804
","0.0
","7.725e+13
","1545
","0.952999830246
","[  2.54933384e-29  -1.23580060e-29   3.25909157e-29]
",True
SUCCESS,"20160831-21335933
","[ -3.12850088e-14  -9.18073966e-14  -5.55928072e-15]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.62805088171
","4.38396235408
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340047
","[ -6.64360416e-14  -1.63459665e-13  -2.91038265e-15]
","1.76468920625e-13
","0.0181634389918
","[ 15.30411911 -12.88558053  -0.40013516]
","20.0103562071
","1.59079406329
","5.58337267878
","13.7260127362
","13.7204078309
","164996091002.0
","9.71506842029e-14
","0.009999440804
","0.0
","9.37e+13
","1874
","1.15000009537
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21340062
","[ -8.55985433e-15  -9.14187938e-14   3.17425341e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.23794936902
","4.61902776471
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340109
","[ -1.15630212e-14  -1.07058442e-13   3.27072014e-14]
","1.12538769023e-13
","0.0115832921635
","[ 19.57730128  -3.95266758   1.2283783 ]
","20.0100779493
","1.50936972272
","6.08396298043
","4.16094143077
","4.1606692359
","67093082899.6
","9.71506842029e-14
","0.009999440804
","0.0
","3.815e+13
","763
","0.468999862671
","[  2.36413142e-29  -7.51267093e-30   2.89979378e-29]
",True
SUCCESS,"20160831-21340124
","[ -1.53763791e-14  -9.12244925e-14  -2.96633508e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.88108487897
","4.54540319991
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340202
","[ -2.12095057e-14  -1.07840280e-13  -2.77992784e-14]
","1.13367406778e-13
","0.0116685814669
","[ 18.73686949  -6.77735237  -1.84796128]
","20.0104408826
","1.66327795423
","5.93611488692
","7.13835943632
","7.13743404552
","68084852060.7
","9.71506842029e-14
","0.009999440804
","0.0
","6.415e+13
","1283
","0.782999992371
","[ -2.82035281e-29   1.01619087e-29   3.44796135e-29]
",True
SUCCESS,"20160831-21340217
","[ -3.18579889e-14  -9.08358897e-14   1.31211707e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.43532231721
","4.37507262801
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340342
","[ -4.09849239e-14  -1.28168232e-13   1.62135811e-14]
","1.35535013111e-13
","0.0139502294975
","[ 16.15578613 -11.72413734   1.41842726]
","20.0119153942
","1.4998577092
","5.655423169
","12.4199062748
","12.4195536352
","97318659839.9
","9.71506842029e-14
","0.009999440804
","0.0
","9.735e+13
","1947
","1.24699997902
","[  2.15093369e-29  -1.55959616e-29   3.05641215e-29]
",True
SUCCESS,"20160831-21340357
","[ -3.10931680e-14  -9.02529856e-14  -1.80518401e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.7576953246
","4.3806122686
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340490
","[ -4.22124726e-14  -1.17517745e-13  -1.44391128e-14]
","1.25701237638e-13
","0.0129380672412
","[ 15.82822827 -12.11904497  -1.73859749]
","20.0106667159
","1.65778954656
","5.62973675267
","12.9365300562
","12.934359347
","83707304420.1
","9.71506842029e-14
","0.009999440804
","0.0
","1.0615e+14
","2123
","1.33800005913
","[ -2.30889395e-29   1.76648407e-29   3.34432980e-29]
",True
SUCCESS,"20160831-21340506
","[ -2.12541313e-14  -8.98643829e-14   3.01812861e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.25490409476
","4.48014330143
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340600
","[ -2.32285940e-14  -1.06795190e-13   3.27003456e-14]
","1.14079326652e-13
","0.0117418573341
","[ 18.1646578   -8.04187264   2.40754237]
","20.0105664299
","1.45019060193
","5.86640119282
","8.59317813292
","8.59281425277
","68942738503.8
","9.71506842029e-14
","0.009999440804
","0.0
","7.69e+13
","1538
","0.945999860764
","[  3.22021382e-29  -1.42435788e-29   4.05061546e-29]
",True
SUCCESS,"20160831-21340617
","[ -4.77500186e-15  -8.96700815e-14  -3.70773688e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.96237497442
","4.65918844748
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340651
","[ -8.55945845e-15  -1.03044447e-13  -3.64158610e-14]
","1.09624528867e-13
","0.011283337797
","[ 19.79938587  -2.71786805  -1.0035757 ]
","20.010238676
","1.62097048589
","6.14676756902
","2.90458679588
","2.90417233647
","63662937334.5
","9.71506842029e-14
","0.009999440804
","0.0
","2.73e+13
","546
","0.341000080109
","[ -2.82454005e-29  -1.03800281e-29   2.72668241e-29]
",True
SUCCESS,"20160831-21340666
","[ -3.82709146e-14  -8.92814788e-14   1.55244327e-15]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.55481590054
","4.307426949
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340789
","[ -7.85679870e-14  -1.75443148e-13   4.52374037e-15]
","1.92285441273e-13
","0.0197913880201
","[ 14.12072339 -14.17880109   0.29855175]
","20.0130548005
","1.55587792329
","5.49573489685
","15.3558597139
","15.3523101455
","195907081839.0
","9.71506842029e-14
","0.009999440804
","0.0
","9.96e+13
","1992
","1.22600007057
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21340804
","[ -1.84133472e-15  -8.88928760e-14   3.91525416e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.15599468871
","4.69167785574
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340823
","[ -4.22579186e-15  -1.00402527e-13   3.94704213e-14]
","1.07964989183e-13
","0.0111125261453
","[ 19.95164845  -1.41529613   0.57989415]
","20.0101878097
","1.54181232366
","6.21236763153
","1.53039408297
","1.53025430286
","61749840158.9
","9.71506842029e-14
","0.009999440804
","0.0
","1.475e+13
","295
","0.189999818802
","[ 0.  0.  0.]
",True
SUCCESS,"20160831-21340838
","[ -2.53696142e-14  -8.86985747e-14  -3.04499748e-14]
","9.71506842029e-14
","0.009999440804
","1.6827e-36
","1.88959960961
","4.43380620388
","1.06655979e-28
","1.78266184e-12
","50000000000.0
","40
","20160831-21340959
","[ -3.25090214e-14  -1.04325917e-13  -2.67787693e-14]
","1.1250704841e-13
","0.0115800272519
","[ 17.01543426 -10.14552303  -2.82755426]
","20.011289408
","1.71256872779
","5.74552467179
","10.9487033
","10.9468869259
","67055262194.2
","9.71506842029e-14
","0.009999440804
","0.0
","9.805e+13
","1961
","1.20899987221
","[ -3.42342597e-29   2.03969358e-29   4.58421981e-29]
",True
